Ano_Fase;Fase Estat;Chamada Divulgação;Instituição_Beneficiária;UF_Instituição_Benef;Grande Área;Área;Qtd_Propostas;Total_Geral
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual de Campinas;SP;Ciências Humanas;Educação;1;3.600
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual de Campinas;SP;Engenharias;Engenharia Civil;1;4.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual de Campinas;SP;Engenharias;Engenharia Elétrica;1;6.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual de Londrina;PR;Ciências Biológicas;Ecologia;1;3.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual de Londrina;PR;Ciências Sociais Aplicadas;Serviço Social;1;3.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual de Maringá;PR;Ciências Biológicas;Farmacologia;1;3.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual de Maringá;PR;Ciências Exatas e da Terra;Física;1;3.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual de Maringá;PR;Ciências Exatas e da Terra;Matemática;1;4.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual de Maringá;PR;Ciências Exatas e da Terra;Química;1;3.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual de Maringá;PR;Ciências Humanas;História;1;3.557
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual de Maringá;PR;Engenharias;Engenharia Química;1;5.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual de Mato Grosso do Sul;MS;Ciências Exatas e da Terra;Física;1;5.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual de Ponta Grossa;PR;Ciências Exatas e da Terra;Física;1;3.900
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual de Santa Cruz;BA;Ciências Biológicas;Genética;1;5.750
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual de Santa Cruz;BA;Ciências Exatas e da Terra;Astronomia;1;5.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual do Ceara;CE;Ciências Humanas;Geografia;1;3.400
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual do Norte Fluminense Darcy Ribeiro;RJ;Ciências Agrárias;Agronomia;1;3.700
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual do Norte Fluminense Darcy Ribeiro;RJ;Ciências Biológicas;Botânica;1;5.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual do Norte Fluminense Darcy Ribeiro;RJ;Engenharias;Engenharia de Materiais e Metalúrgica;1;5.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual do Norte Fluminense Darcy Ribeiro;RJ;Engenharias;Engenharia Mecânica;1;4.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual Paulista Júlio de Mesquita Filho;SP;Ciências Agrárias;Agronomia;2;6.600
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual Paulista Júlio de Mesquita Filho;SP;Ciências Agrárias;Ciência e Tecnologia de Alimentos;2;6.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual Paulista Júlio de Mesquita Filho;SP;Ciências Agrárias;Medicina Veterinária;1;5.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual Paulista Júlio de Mesquita Filho;SP;Ciências Agrárias;Zootecnia;1;6.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual Paulista Júlio de Mesquita Filho;SP;Ciências Biológicas;Zoologia;1;4.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual Paulista Júlio de Mesquita Filho;SP;Ciências da Saúde;Educação Física;1;2.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual Paulista Júlio de Mesquita Filho;SP;Ciências da Saúde;Odontologia;1;4.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual Paulista Júlio de Mesquita Filho;SP;Ciências Exatas e da Terra;Geociências;1;5.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual Paulista Júlio de Mesquita Filho;SP;Ciências Humanas;Geografia;1;3.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual Paulista Júlio de Mesquita Filho;SP;Ciências Humanas;Psicologia;1;3.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual Paulista Júlio de Mesquita Filho;SP;Ciências Sociais Aplicadas;Planejamento Urbano e Regional;1;4.200
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual Paulista Júlio de Mesquita Filho;SP;Engenharias;Engenharia Mecânica;1;3.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual Paulista Júlio de Mesquita Filho;SP;Engenharias;Tecnologia e Inovação;1;6.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Estadual Paulista Júlio de Mesquita Filho;SP;Lingüística, Letras e Artes;Lingüística;1;3.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal da Bahia;BA;Ciências Biológicas;Ecologia;1;3.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal da Bahia;BA;Ciências Biológicas;Imunologia;1;3.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal da Bahia;BA;Ciências da Saúde;Saúde Coletiva;1;4.700
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal da Bahia;BA;Ciências Humanas;Educação;1;5.380
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal da Bahia;BA;Ciências Humanas;História;1;4.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal da Bahia;BA;Lingüística, Letras e Artes;Artes;1;4.195
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal da Paraíba;BA;Ciências Biológicas;Botânica;1;4.036
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal da Paraíba;PB;Ciências Humanas;Geografia;1;3.400
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal da Paraíba;PB;Ciências Humanas;Sociologia;1;6.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Alagoas;AL;Ciências Exatas e da Terra;Física;4;18.600
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Campina Grande;PB;Ciências Agrárias;Engenharia Agrícola;1;4.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Campina Grande;PB;Engenharias;Engenharia de Materiais e Metalúrgica;1;5.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Goias;GO;Ciências Biológicas;Microbiologia;1;5.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Goias;GO;Lingüística, Letras e Artes;Lingüística;1;4.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Itajuba;MG;Ciências Exatas e da Terra;Ciência da Computação;1;4.900
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Juiz de Fora;MG;Lingüística, Letras e Artes;Lingüística;1;3.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Lavras;MG;Ciências Agrárias;Agronomia;1;5.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Minas Gerais;MG;Ciências Agrárias;Ciência e Tecnologia de Alimentos;1;3.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Minas Gerais;MG;Ciências da Saúde;Enfermagem;1;3.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Minas Gerais;MG;Ciências da Saúde;Fisioterapia e Terapia Ocupacional;1;5.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Minas Gerais;MG;Ciências da Saúde;Medicina;3;9.260
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Minas Gerais;MG;Ciências da Saúde;Nutrição;1;3.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Minas Gerais;MG;Ciências Exatas e da Terra;Ciência da Computação;2;12.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Minas Gerais;MG;Ciências Exatas e da Terra;Física;2;10.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Minas Gerais;MG;Ciências Exatas e da Terra;Probabilidade e Estatística;1;3.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Minas Gerais;MG;Ciências Exatas e da Terra;Química;1;4.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Minas Gerais;MG;Ciências Humanas;Educação;3;10.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Minas Gerais;MG;Ciências Humanas;Sociologia;1;3.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Minas Gerais;MG;Ciências Sociais Aplicadas;Demografia;1;1.248
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Minas Gerais;MG;Ciências Sociais Aplicadas;Economia;1;4.079
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Minas Gerais;MG;Engenharias;Engenharia de Materiais e Metalúrgica;2;7.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Minas Gerais;MG;Engenharias;Engenharia de Produção;1;3.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Minas Gerais;MG;Lingüística, Letras e Artes;Letras;2;8.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Minas Gerais;MG;Lingüística, Letras e Artes;Lingüística;1;2.860
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Ouro Preto;MG;Ciências Biológicas;Microbiologia;1;5.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Ouro Preto;MG;Engenharias;Engenharia de Materiais e Metalúrgica;1;3.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Ouro Preto;MG;Engenharias;Engenharia Mecânica;1;6.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Ouro Preto;MG;Lingüística, Letras e Artes;Letras;1;4.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Pelotas;RS;Ciências Exatas e da Terra;Física;1;3.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Pernambuco;PE;Ciências Exatas e da Terra;Física;1;3.220
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Pernambuco;PE;Ciências Humanas;Ciência Política;1;4.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Pernambuco;PE;Ciências Humanas;Psicologia;2;8.100
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Pernambuco;PE;Ciências Sociais Aplicadas;Desenho Industrial;1;3.200
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Pernambuco;PE;Engenharias;Engenharia de Materiais e Metalúrgica;1;5.268
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Rondonia;RO;Ciências Exatas e da Terra;Física;1;5.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Santa Catarina;SC;Ciências Agrárias;Ciência e Tecnologia de Alimentos;1;3.200
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Santa Catarina;SC;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;1;4.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Santa Catarina;SC;Ciências Agrárias;Zootecnia;1;3.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Santa Catarina;SC;Ciências Biológicas;Farmacologia;1;3.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Santa Catarina;SC;Ciências da Saúde;Farmácia;1;3.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Santa Catarina;SC;Ciências Exatas e da Terra;Matemática;1;2.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Santa Catarina;SC;Ciências Humanas;Antropologia;1;3.466
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Santa Catarina;SC;Ciências Humanas;Psicologia;1;4.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Santa Catarina;SC;Ciências Sociais Aplicadas;Administração;1;5.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Santa Catarina;SC;Ciências Sociais Aplicadas;Arquitetura e Urbanismo;1;1.500
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Santa Catarina;SC;Ciências Sociais Aplicadas;Ciência da Informação;1;4.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Santa Catarina;SC;Engenharias;Engenharia Civil;1;4.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Santa Catarina;SC;Engenharias;Engenharia Mecânica;3;14.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Santa Maria;RS;Ciências Exatas e da Terra;Química;1;7.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Santa Maria;RS;Ciências Humanas;Educação;1;4.000
2006;Atendimento;Apoio à Participação em Eventos Científicos no Exterior - AVG;Universidade Federal de Santa Maria;RS;Engenharias;Engenharia Elétrica;1;3.600
